,LINK_ID,TIME,SPEED
0,1140000900,74,0.7832271594265596
1,1140001000,59,0.8381554269030796
2,1140001301,49,0.8408517398671012
3,1140001401,36,0.8974560937807156
4,1140278500,98,0.7317680456853989
5,1140278600,111,0.673241381491222
6,1160000100,46,0.8087263795315133
7,1160000200,40,0.8407455403288018
8,1160000301,18,0.9519116310622449
9,1160000302,100,0.8359546434514019
10,1160000304,188,0.7849172599642987
11,1160000305,47,0.9335791971467466
12,1160000401,156,0.860547461048827
13,1160000402,163,0.8898563422582834
14,1160000404,280,0.8326394236712603
15,1160000405,177,0.8006735518569088
16,1160000501,287,0.7917409452249057
17,1160000502,47,0.8388456250284391
18,1160000601,286,0.7926554597443685
19,1160000602,32,0.9075778550121473
20,1160000700,86,0.7754422642335912
21,1160000800,60,0.859719857838306
22,1160000900,14,0.9448078129199893
23,1160001000,18,0.9135510130940648
24,1160001101,66,0.9129778443931004
25,1160001102,30,0.9569632350745154
26,1160001103,549,0.8835817803064241
27,1160001201,386,0.8469529359189509
28,1160001202,410,0.9200652807213369
29,1160001203,358,0.8771907018841334
30,1160001301,163,0.8274084654021092
31,1160001302,395,0.9017142408617947
32,1160001401,179,0.8035520831466715
33,1160001402,225,0.925164778167
34,1160001501,115,0.6895439476749394
35,1160001503,42,0.7839272255806722
36,1160001505,43,0.781502358757007
37,1160001506,49,0.7793070651237483
38,1160001507,25,0.5679897261296777
39,1160001508,23,0.7821879759878148
40,1160001601,84,0.7878443181419773
41,1160001603,141,0.6649263419235016
42,1160001605,37,0.8466294032103547
43,1160001606,44,0.7751603993720368
44,1160001607,149,0.7249051757608338
45,1160001608,22,0.6263357524714034
46,1160001701,30,0.8552997043275692
47,1160001702,22,0.8690701825725569
48,1160001703,114,0.8310036927484186
49,1160001704,77,0.8493748177067943
50,1160001705,78,0.8086495949732464
51,1160001706,17,0.883192397171184
52,1160001801,50,0.9390499813731085
53,1160001802,226,0.9261023187236458
54,1160001803,12,0.9041739731462874
55,1160001804,23,0.7784616932984597
56,1160001805,67,0.8432794307516087
57,1160001806,14,0.913371376313456
58,1160001901,815,0.9148668639169768
59,1160002001,268,0.8937749940523547
60,1160002102,108,0.7213877296572194
61,1160002103,628,0.6301174393639227
62,1160002201,69,0.8415723261709852
63,1160002202,443,0.925698377295555
64,1160002302,512,0.8754680872590883
65,1160002303,22,0.8963853935175325
66,1160002304,5,0.8791685332855479
67,1160002305,146,0.8786876594420722
68,1160002401,342,0.8798821422274093
69,1160002402,22,0.8963853935175325
70,1160002404,314,0.8084017965061383
71,1160002502,705,0.8805968124897487
72,1160002503,475,0.9192340676078692
73,1160002504,47,0.8737945571751258
74,1160002601,461,0.9268509392826211
75,1160002602,41,0.9291794130070271
76,1160002603,167,0.8750928917396186
77,1160002604,424,0.833325226874192
78,1160002702,362,0.8395596454844577
79,1160002703,30,0.9461584153816032
80,1160002705,119,0.8767830058030923
81,1160002707,109,0.8693311218674663
82,1160002708,12,0.8632559806468953
83,1160002709,31,0.7855838177671364
84,1160002710,197,0.7594843766871364
85,1160002711,5,0.9291794130070271
86,1160002712,15,0.5679897261296777
87,1160002802,283,0.8280158526571856
88,1160002803,98,0.7012491690089278
89,1160002805,154,0.7780194794226383
90,1160002806,33,0.41240032255174264
91,1160002807,79,0.8708112775230725
92,1160002808,190,0.7624764806020966
93,1160002809,28,0.8115795720778063
94,1160002810,167,0.6243336829400696
95,1160002811,22,0.3410885125785225
96,1160002812,15,0.6791250143996314
97,1160002900,35,0.6980244747594926
98,1160003000,67,0.3723722347126518
99,1160003101,439,0.8674255800014087
100,1160003102,52,0.9963795468132076
101,1160003103,554,0.7992878536883589
102,1160003201,421,0.887484822108011
103,1160003202,943,0.9063290737685802
104,1160003203,548,0.8222896217261093
105,1160004101,173,0.760780375185186
106,1160004102,124,0.5982250619090035
107,1160004201,124,0.8664495033217807
108,1160004202,105,0.668093202696364
109,1160004502,92,0.7666440539122199
110,1160004602,180,0.8427512148306453
111,1160004700,24,0.8901084132246214
112,1160004800,16,0.9448078129199893
113,1160004901,29,0.2850999014425231
114,1160004903,64,0.9141761490905833
115,1160004904,64,0.8255854478696774
116,1160005001,28,0.31162082250694384
117,1160005002,85,0.8682286533464743
118,1160005003,40,0.9113183845350702
119,1160005501,42,0.7935116009966315
120,1160005502,55,0.7436551817821851
121,1160005601,21,0.9238591066536781
122,1160005602,23,0.9243396504533354
123,1160005900,94,0.7844758020096325
124,1160006000,85,0.8103010923576094
125,1160006101,93,0.8052992522290511
126,1160006102,83,0.692809583477648
127,1160006103,70,0.7582485076787832
128,1160006202,130,0.8431217303694168
129,1160006203,76,0.7232888509695943
130,1160006204,63,0.7878443181419773
131,1160006701,57,0.7500245847364844
132,1160006702,65,0.7450360922934287
133,1160006801,50,0.7873802723333209
134,1160006802,47,0.830652543990526
135,1160006902,173,0.9184147393450045
136,1160006903,5,0.7807096138338858
137,1160006904,64,0.8548749920685305
138,1160007001,587,0.864845476321453
139,1160007002,27,0.970113585021049
140,1160007100,191,0.8013149852773754
141,1160007200,185,0.809259224870046
142,1160007301,226,0.6279285319261345
143,1160007302,77,0.7393016570551494
144,1160007303,111,0.815518322730938
145,1160007402,127,0.8146609653689416
146,1160007403,70,0.7679293802602017
147,1160007404,61,0.7345262883425873
148,1160007501,66,0.7778306980604454
149,1160007502,21,0.8522395980509052
150,1160007503,50,0.8055729773317802
151,1160007504,40,0.6220138245942386
152,1160007505,246,0.8089938136763652
153,1160007506,40,0.7239460858481268
