,LINK_ID,TIME,SPEED
0,1140000900,57,0.8485128114373839
1,1140001000,64,0.8226911315687561
2,1140001301,42,0.8745547188528656
3,1140001401,51,0.8350789310792918
4,1140278500,118,0.667677846084588
5,1140278600,111,0.6750084818327221
6,1160000100,51,0.7846109015882797
7,1160000200,40,0.8437443479076373
8,1160000301,42,0.8183316271753515
9,1160000302,98,0.8433153589522486
10,1160000304,172,0.810592313131363
11,1160000305,62,0.8984794387156375
12,1160000401,162,0.8561886785837419
13,1160000402,153,0.9033732567013925
14,1160000404,259,0.8523183573854727
15,1160000405,119,0.8870672298711123
16,1160000501,253,0.8257015408802053
17,1160000502,53,0.8141354066758599
18,1160000601,292,0.7897732115690426
19,1160000602,52,0.8187512492253005
20,1160000700,77,0.8073484085568677
21,1160000800,159,0.539595349263023
22,1160000900,41,0.7360369992545218
23,1160001000,26,0.8541119001844076
24,1160001101,132,0.7742405328072234
25,1160001102,91,0.7616344716042601
26,1160001103,728,0.8308547227285211
27,1160001201,291,0.9013804944707766
28,1160001202,581,0.867289206262016
29,1160001203,386,0.8665108765984387
30,1160001301,207,0.7686374356002933
31,1160001302,484,0.8705496764232573
32,1160001401,161,0.831668223015655
33,1160001402,271,0.9022084653338291
34,1160001501,124,0.6626822540391436
35,1160001503,45,0.7670606006753155
36,1160001505,46,0.7648997528151608
37,1160001506,52,0.7648997528151608
38,1160001507,26,0.5493911928957247
39,1160001508,26,0.7490146009783473
40,1160001601,65,0.8511457674074251
41,1160001603,141,0.6666322993388477
42,1160001605,19,0.9513975450531341
43,1160001606,17,0.9501689693466916
44,1160001607,155,0.7136942065533112
45,1160001608,16,0.7453080655497573
46,1160001701,23,0.9051584230106613
47,1160001702,17,0.9146631314305029
48,1160001703,137,0.7885675629344399
49,1160001704,79,0.8470776507673082
50,1160001705,69,0.839954238202407
51,1160001706,15,0.9067705916335981
52,1160001801,74,0.8870900128651759
53,1160001802,296,0.8897586923822385
54,1160001803,22,0.7816926276140778
55,1160001804,34,0.6481547670555657
56,1160001805,114,0.6972450054238399
57,1160001806,30,0.7547661214709865
58,1160001901,922,0.8218589718394678
59,1160002001,277,0.891736496978664
60,1160002102,91,0.7762822471771027
61,1160002103,344,0.8247632416816706
62,1160002201,84,0.7980124636862648
63,1160002202,503,0.9117887040725098
64,1160002302,623,0.8396873264609163
65,1160002303,36,0.7986231489277401
66,1160002304,7,0.8119198022521285
67,1160002305,169,0.8541119001844076
68,1160002401,362,0.8728993567563617
69,1160002402,31,0.834755359048361
70,1160002404,306,0.8099027982864283
71,1160002502,882,0.8399810078952936
72,1160002503,653,0.8718589155968997
73,1160002504,50,0.8654360427297301
74,1160002601,594,0.8934702004943696
75,1160002602,37,0.9451159701693929
76,1160002603,189,0.8545749390115837
77,1160002604,407,0.845190685447483
78,1160002702,382,0.8306035820588912
79,1160002703,22,0.9789570766408631
