날짜,현재수위,유입량,방류량
2013-04-29 0:00,25.2,391,491
2013-04-29 0:10,25.218,463.3,263.3
2013-04-29 0:20,25.192,161.7,261.7
2013-04-29 0:30,25.174,-39.1,260.9
2013-04-29 0:40,25.169,-39.8,260.2
2013-04-29 0:50,25.169,-40.4,259.6
2013-04-29 1:00,25.18,56,256
2013-04-29 1:10,25.149,253.1,253.1
2013-04-29 1:20,25.144,159,259
2013-04-29 1:30,25.146,258.9,258.9
2013-04-29 1:40,25.149,258.7,258.7
2013-04-29 1:50,25.169,458.4,258.4
2013-04-29 2:00,25.17,146,246
2013-04-29 2:10,25.169,258.2,258.2
2013-04-29 2:20,25.169,258.2,258.2
2013-04-29 2:30,25.176,358.1,258.1
2013-04-29 2:40,25.172,258.2,258.2
2013-04-29 2:50,25.16,158.2,258.2
2013-04-29 3:00,25.15,58,258
2013-04-29 3:10,25.14,258.5,258.5
2013-04-29 3:20,25.139,258.5,258.5
2013-04-29 3:30,25.129,158.6,258.6
2013-04-29 3:40,25.12,58.6,258.6
2013-04-29 3:50,25.12,58.6,258.6
2013-04-29 4:00,25.14,146,246
2013-04-29 4:10,25.12,258.6,258.6
2013-04-29 4:20,25.122,258.5,258.5
2013-04-29 4:30,25.124,258.5,258.5
2013-04-29 4:40,25.122,258.6,258.6
2013-04-29 4:50,25.129,358.5,258.5
2013-04-29 5:00,25.13,158,258
2013-04-29 5:10,25.129,258.6,258.6
2013-04-29 5:20,25.126,258.6,258.6
2013-04-29 5:30,25.12,158.7,258.7
2013-04-29 5:40,25.12,158.7,258.7
2013-04-29 5:50,25.12,158.7,258.7
2013-04-29 6:00,25.12,152,252
2013-04-29 6:10,25.109,158.9,258.9
2013-04-29 6:20,25.109,158.9,258.9
2013-04-29 6:30,25.109,152.7,252.7
2013-04-29 6:40,25.109,158.9,258.9
2013-04-29 6:50,25.109,158.9,258.9
2013-04-29 7:00,25.11,146,246
2013-04-29 7:10,25.109,265,265
2013-04-29 7:20,25.109,258.9,258.9
2013-04-29 7:30,25.11,258.8,258.8
2013-04-29 7:40,25.112,258.8,258.8
2013-04-29 7:50,25.109,258.9,258.9
2013-04-29 8:00,25.11,258,258
2013-04-29 8:10,25.106,265.2,265.2
2013-04-29 8:20,25.104,159,259
2013-04-29 8:30,25.098,159.3,259.3
2013-04-29 8:40,25.088,59.5,259.5
2013-04-29 8:50,25.083,-40.4,259.6
2013-04-29 9:00,25.11,260,260
2013-04-29 9:10,25.075,159.7,259.7
2013-04-29 9:20,25.1,459.3,259.3
2013-04-29 9:30,25.109,559.2,259.2
2013-04-29 9:40,25.108,565.4,265.4
2013-04-29 9:50,25.109,565.4,265.4
2013-04-29 10:00,25.11,253,253
2013-04-29 10:10,25.119,359.1,259.1
2013-04-29 10:20,25.119,365.3,265.3
2013-04-29 10:30,25.109,259.2,259.2
2013-04-29 10:40,25.106,259.3,259.3
2013-04-29 10:50,25.101,159.3,259.3
2013-04-29 11:00,25.12,360,260
2013-04-29 11:10,25.101,265.5,265.5
2013-04-29 11:20,25.108,365.4,265.4
2013-04-29 11:30,25.109,359.2,259.2
2013-04-29 11:40,25.115,359.2,259.2
2013-04-29 11:50,25.12,459.1,259.1
2013-04-29 12:00,25.13,358,258
2013-04-29 12:10,25.129,258.7,258.7
2013-04-29 12:20,25.129,258.7,258.7
2013-04-29 12:30,25.14,358.6,258.6
2013-04-29 12:40,25.14,358.6,258.6
2013-04-29 12:50,25.14,358.6,258.6
2013-04-29 13:00,25.14,346,246
2013-04-29 13:10,25.13,158.7,258.7
2013-04-29 13:20,25.118,58.9,258.9
2013-04-29 13:30,25.102,-140.9,259.1
2013-04-29 13:40,25.1,-140.9,259.1
2013-04-29 13:50,25.1,-140.9,259.1
2013-04-29 14:00,25.16,466,266
2013-04-29 14:10,25.089,562.7,362.7
2013-04-29 14:20,25.123,862.4,362.4
2013-04-29 14:30,25.152,1162.2,362.2
2013-04-29 14:40,25.173,1361.8,361.8
2013-04-29 14:50,25.175,1462.4,362.4
2013-04-29 15:00,25.17,455,355
2013-04-29 15:10,25.163,352.9,552.9
2013-04-29 15:20,25.179,556.1,556.1
2013-04-29 15:30,25.158,358.5,558.5
2013-04-29 15:40,25.139,160.2,560.2
2013-04-29 15:50,25.127,61.6,561.6
2013-04-29 16:00,25.17,544,544
2013-04-29 16:10,25.125,562.6,562.6
2013-04-29 16:20,25.132,562.8,562.8
2013-04-29 16:30,25.14,662.5,562.5
2013-04-29 16:40,25.14,662.5,562.5
2013-04-29 16:50,25.148,762.5,562.5
2013-04-29 17:00,25.17,543,543
2013-04-29 17:10,25.167,762.6,562.6
2013-04-29 17:20,25.169,762.8,562.8
2013-04-29 17:30,25.177,862.6,562.6
2013-04-29 17:40,25.177,862.2,562.2
2013-04-29 17:50,25.179,855.7,555.7
2013-04-29 18:00,25.17,549,549
2013-04-29 18:10,25.174,455.5,555.5
2013-04-29 18:20,25.174,462,562
2013-04-29 18:30,25.169,455.7,555.7
2013-04-29 18:40,25.172,462.1,562.1
2013-04-29 18:50,25.171,442.6,542.6
2013-04-29 19:00,25.17,549,549
2013-04-29 19:10,25.175,661.6,561.6
2013-04-29 19:20,25.179,661.5,561.5
2013-04-29 19:30,25.179,661.5,561.5
2013-04-29 19:40,25.179,661.5,561.5
2013-04-29 19:50,25.178,661.5,561.5
2013-04-29 20:00,25.16,443,543
2013-04-29 20:10,25.179,561.5,561.5
2013-04-29 20:20,25.179,561.5,561.5
2013-04-29 20:30,25.179,542,542
2013-04-29 20:40,25.179,561.5,561.5
2013-04-29 20:50,25.179,548.5,548.5
2013-04-29 21:00,25.15,443,543
2013-04-29 21:10,25.18,561.1,561.1
2013-04-29 21:20,25.181,561.1,561.1
2013-04-29 21:30,25.181,561.1,561.1
2013-04-29 21:40,25.181,561.4,561.4
2013-04-29 21:50,25.179,561.5,561.5
2013-04-29 22:00,25.14,461,561
2013-04-29 22:10,25.179,548.5,548.5
2013-04-29 22:20,25.179,561.5,561.5
2013-04-29 22:30,25.179,555,555
2013-04-29 22:40,25.179,561.5,561.5
2013-04-29 22:50,25.184,560.3,560.3
2013-04-29 23:00,25.12,343,543
2013-04-29 23:10,25.195,438.9,138.9
2013-04-29 23:20,25.131,-169.4,130.6
2013-04-29 23:30,25.138,-58.1,141.9
2013-04-29 23:40,25.135,-146.6,153.4
2013-04-29 23:50,25.131,-147.2,152.8
2013-04-30 0:00,25.12,343,543
2013-04-30 0:10,25.127,176.7,176.7
2013-04-30 0:20,25.142,276.4,176.4
2013-04-30 0:30,25.136,270.2,170.2
2013-04-30 0:40,25.145,369.9,169.9
2013-04-30 0:50,25.149,375.9,175.9
2013-04-30 1:00,25.14,270,170
2013-04-30 1:10,25.162,275.6,175.6
2013-04-30 1:20,25.169,375.5,175.5
2013-04-30 1:30,25.169,375.5,175.5
2013-04-30 1:40,25.161,275.5,175.5
2013-04-30 1:50,25.149,175.6,175.6
2013-04-30 2:00,25.14,170,170
2013-04-30 2:10,25.14,175.7,175.7
2013-04-30 2:20,25.131,75.7,175.7
2013-04-30 2:30,25.129,75.8,175.8
2013-04-30 2:40,25.129,75.8,175.8
2013-04-30 2:50,25.129,75.7,175.7
2013-04-30 3:00,25.14,170,170
2013-04-30 3:10,25.14,275.6,175.6
2013-04-30 3:20,25.14,275.6,175.6
2013-04-30 3:30,25.149,375.5,175.5
2013-04-30 3:40,25.149,375.5,175.5
2013-04-30 3:50,25.169,575.3,175.3
2013-04-30 4:00,25.15,275,175
2013-04-30 4:10,25.169,175.3,175.3
2013-04-30 4:20,25.169,175.3,175.3
2013-04-30 4:30,25.169,175.3,175.3
2013-04-30 4:40,25.149,-24.5,175.5
2013-04-30 4:50,25.143,-124.5,175.5
2013-04-30 5:00,25.14,69,169
2013-04-30 5:10,25.14,175.6,175.6
2013-04-30 5:20,25.14,175.6,175.6
2013-04-30 5:30,25.14,169.4,169.4
2013-04-30 5:40,25.14,175.6,175.6
2013-04-30 5:50,25.14,175.6,175.6
2013-04-30 6:00,25.14,169,169
2013-04-30 6:10,25.149,275.5,175.5
2013-04-30 6:20,25.149,275.5,175.5
2013-04-30 6:30,25.149,269.4,169.4
2013-04-30 6:40,25.149,275.5,175.5
2013-04-30 6:50,25.149,269.4,169.4
2013-04-30 7:00,25.15,269,169
2013-04-30 7:10,25.149,175.5,175.5
2013-04-30 7:20,25.149,175.5,175.5
2013-04-30 7:30,25.149,169.3,169.3
2013-04-30 7:40,25.149,175.4,175.4
2013-04-30 7:50,25.149,175.4,175.4
2013-04-30 8:00,25.14,69,169
2013-04-30 8:10,25.111,243.3,543.3
2013-04-30 8:20,25.126,451.9,551.9
2013-04-30 8:30,25.123,355,555
2013-04-30 8:40,25.12,357.2,557.2
2013-04-30 8:50,25.116,358.9,558.9
2013-04-30 9:00,25.12,338,538
2013-04-30 9:10,25.113,460.7,560.7
2013-04-30 9:20,25.13,661.1,561.1
2013-04-30 9:30,25.149,861,561
2013-04-30 9:40,25.149,861.2,561.2
2013-04-30 9:50,25.14,761.8,561.8
2013-04-30 10:00,25.14,740,540
2013-04-30 10:10,25.145,542.2,542.2
2013-04-30 10:20,25.14,561.9,561.9
2013-04-30 10:30,25.137,549.2,549.2
2013-04-30 10:40,25.129,443,543
2013-04-30 10:50,25.12,343.3,543.3
2013-04-30 11:00,25.12,343,543
2013-04-30 11:10,25.12,543.3,543.3
2013-04-30 11:20,25.12,543.3,543.3
2013-04-30 11:30,25.12,543.3,543.3
2013-04-30 11:40,25.12,543.3,543.3
2013-04-30 11:50,25.12,543.3,543.3
2013-04-30 12:00,25.15,829,529
2013-04-30 12:10,25.147,278.1,278.1
2013-04-30 12:20,25.152,276.3,276.3
2013-04-30 12:30,25.143,175,275
2013-04-30 12:40,25.148,273.9,273.9
2013-04-30 12:50,25.169,473,273
2013-04-30 13:00,25.15,276,276
2013-04-30 13:10,25.151,272.4,272.4
2013-04-30 13:20,25.124,-39.9,260.1
2013-04-30 13:30,25.118,-27.7,272.3
2013-04-30 13:40,25.107,-127.6,272.4
2013-04-30 13:50,25.1,-227.4,272.6
2013-04-30 14:00,25.13,60,260
2013-04-30 14:10,25.09,172.4,272.4
2013-04-30 14:20,25.1,272.2,272.2
2013-04-30 14:30,25.1,272.2,272.2
2013-04-30 14:40,25.109,372.1,272.1
2013-04-30 14:50,25.12,471.9,271.9
2013-04-30 15:00,25.12,166,266
2013-04-30 15:10,25.122,271.8,271.8
2013-04-30 15:20,25.159,739,339
2013-04-30 15:30,25.165,760,360
2013-04-30 15:40,25.168,861.1,361.1
2013-04-30 15:50,25.155,761.9,361.9
2013-04-30 16:00,25.17,822,322
2013-04-30 16:10,25.155,169.2,369.2
2013-04-30 16:20,25.175,462.8,362.8
2013-04-30 16:30,25.149,163.5,363.5
2013-04-30 16:40,25.149,163.5,363.5
2013-04-30 16:50,25.149,163.5,363.5
2013-04-30 17:00,25.17,356,356
2013-04-30 17:10,25.169,363.1,363.1
2013-04-30 17:20,25.179,462.9,362.9
2013-04-30 17:30,25.191,556.4,356.4
2013-04-30 17:40,25.198,662.5,362.5
2013-04-30 17:50,25.199,662.5,362.5
2013-04-30 18:00,25.2,656,356
2013-04-30 18:10,25.209,462.3,362.3
2013-04-30 18:20,25.212,462.2,362.2
2013-04-30 18:30,25.219,562,362
2013-04-30 18:40,25.219,562,362
2013-04-30 18:50,25.219,562,362
2013-04-30 19:00,25.23,650,350
2013-04-30 19:10,25.23,362,362
2013-04-30 19:20,25.23,362,362
2013-04-30 19:30,25.23,362,362
2013-04-30 19:40,25.23,362,362
2013-04-30 19:50,25.246,561.7,361.7
2013-04-30 20:00,25.25,562,362
2013-04-30 20:10,25.25,361.6,361.6
2013-04-30 20:20,25.255,361.5,361.5
2013-04-30 20:30,25.259,455,355
2013-04-30 20:40,25.259,455,355
2013-04-30 20:50,25.259,461.2,361.2
2013-04-30 21:00,25.28,648,348
2013-04-30 21:10,25.287,259.1,159.1
2013-04-30 21:20,25.289,258.1,158.1
2013-04-30 21:30,25.289,257.6,157.6
2013-04-30 21:40,25.289,257.1,157.1
2013-04-30 21:50,25.3,356.7,156.7
2013-04-30 22:00,25.29,258,158
2013-04-30 22:10,25.278,56.5,156.5
2013-04-30 22:20,25.255,-243.5,156.5
2013-04-30 22:30,25.259,-143.6,156.4
2013-04-30 22:40,25.25,-243.6,156.4
2013-04-30 22:50,25.25,-243.7,156.3
2013-04-30 23:00,25.29,151,151
2013-04-30 23:10,25.253,156.2,156.2
2013-04-30 23:20,25.272,350.1,150.1
2013-04-30 23:30,25.272,350.1,150.1
2013-04-30 23:40,25.279,450,150
2013-04-30 23:50,25.289,555.9,155.9
