날짜,현재수위,유입량,방류량
2012-04-29 0:00,24.86,542,444
2012-04-29 0:10,24.859,531,531
2012-04-29 0:20,24.859,537.6,537.6
2012-04-29 0:30,24.859,544.2,544.2
2012-04-29 0:40,24.859,537.6,537.6
2012-04-29 0:50,24.859,537.6,537.6
2012-04-29 1:00,24.86,531,531
2012-04-29 1:10,24.869,635.6,537.3
2012-04-29 1:20,24.869,635.6,537.3
2012-04-29 1:30,24.869,648.9,550.6
2012-04-29 1:40,24.869,635.9,537.6
2012-04-29 1:50,24.869,649.1,550.8
2012-04-29 2:00,24.87,629,531
2012-04-29 2:10,24.869,550.8,550.8
2012-04-29 2:20,24.869,537.6,537.6
2012-04-29 2:30,24.869,537.6,537.6
2012-04-29 2:40,24.869,550.8,550.8
2012-04-29 2:50,24.869,550.8,550.8
2012-04-29 3:00,24.87,538,538
2012-04-29 3:10,24.869,544.2,544.2
2012-04-29 3:20,24.869,537.6,537.6
2012-04-29 3:30,24.869,550.5,550.5
2012-04-29 3:40,24.869,550.8,550.8
2012-04-29 3:50,24.869,551,551
2012-04-29 4:00,24.88,629,531
2012-04-29 4:10,24.877,550.9,550.9
2012-04-29 4:20,24.879,550.8,550.8
2012-04-29 4:30,24.879,537.6,537.6
2012-04-29 4:40,24.879,550.8,550.8
2012-04-29 4:50,24.879,550.8,550.8
2012-04-29 5:00,24.88,538,538
2012-04-29 5:10,24.879,550.8,550.8
2012-04-29 5:20,24.889,642.2,543.9
2012-04-29 5:30,24.889,648.8,550.5
2012-04-29 5:40,24.889,635.6,537.3
2012-04-29 5:50,24.889,648.8,550.5
2012-04-29 6:00,24.89,630,531
2012-04-29 6:10,24.891,550.4,550.4
2012-04-29 6:20,24.898,648.5,550.2
2012-04-29 6:30,24.898,648.5,550.2
2012-04-29 6:40,24.898,648.5,550.2
2012-04-29 6:50,24.898,648.5,550.2
2012-04-29 7:00,24.92,838,543
2012-04-29 7:10,24.92,549.5,549.5
2012-04-29 7:20,24.92,549.5,549.5
2012-04-29 7:30,24.92,542.9,542.9
2012-04-29 7:40,24.924,535.8,535.8
2012-04-29 7:50,24.929,634,535.7
2012-04-29 8:00,24.93,640,542
2012-04-29 8:10,24.929,569.9,569.9
2012-04-29 8:20,24.929,570.2,570.2
2012-04-29 8:30,24.93,570.2,570.2
2012-04-29 8:40,24.934,570.1,570.1
2012-04-29 8:50,24.94,668.5,570.2
2012-04-29 9:00,24.95,745,549
2012-04-29 9:10,24.949,570.2,570.2
2012-04-29 9:20,24.958,668.3,570
2012-04-29 9:30,24.96,668.2,569.9
2012-04-29 9:40,24.974,766,569.4
2012-04-29 9:50,24.989,962.1,568.9
2012-04-29 10:00,25.01,1147,555
2012-04-29 10:10,25.012,568.1,568.1
2012-04-29 10:20,25.019,667.9,567.9
2012-04-29 10:30,25.02,667.8,567.8
2012-04-29 10:40,25.03,767.9,567.9
2012-04-29 10:50,25.03,767.9,567.9
2012-04-29 11:00,25.04,855,555
2012-04-29 11:10,25.023,367.7,567.7
2012-04-29 11:20,25.019,361.3,561.3
2012-04-29 11:30,25.013,267.7,567.7
2012-04-29 11:40,25.01,267.8,567.8
2012-04-29 11:50,25.008,267.9,567.9
2012-04-29 12:00,25,161,561
2012-04-29 12:10,24.979,372.3,568.9
2012-04-29 12:20,24.979,359.1,555.7
2012-04-29 12:30,24.979,372.3,568.9
2012-04-29 12:40,24.979,359.1,555.7
2012-04-29 12:50,24.999,555.1,555.1
2012-04-29 13:00,24.99,451,549
2012-04-29 13:10,24.979,470.6,568.9
2012-04-29 13:20,24.963,261.3,556.2
2012-04-29 13:30,24.949,176.7,569.9
2012-04-29 13:40,24.949,176.7,569.9
2012-04-29 13:50,24.942,65.4,556.9
2012-04-29 14:00,24.98,457,556
2012-04-29 14:10,24.94,570.2,570.2
2012-04-29 14:20,24.949,668.2,569.9
