날짜,현재수위,유입량,방류량
2022-04-29 0:00,25.06,125.48,125.48
2022-04-29 0:10,25.06,125.2,125.2
2022-04-29 0:20,25.06,125.52,125.52
2022-04-29 0:30,25.06,125.28,125.28
2022-04-29 0:40,25.06,125.31,125.31
2022-04-29 0:50,25.06,125.42,125.42
2022-04-29 1:00,25.06,125.33,125.33
2022-04-29 1:10,25.05,0,125.56
2022-04-29 1:20,25.05,125.65,125.65
2022-04-29 1:30,25.05,125.26,125.26
2022-04-29 1:40,25.04,0,125.22
2022-04-29 1:50,25.04,125.7,125.7
2022-04-29 2:00,25.04,125.55,125.55
2022-04-29 2:10,25.04,125.22,125.22
2022-04-29 2:20,25.04,125.91,125.91
2022-04-29 2:30,25.04,125.54,125.54
2022-04-29 2:40,25.04,125.32,125.32
2022-04-29 2:50,25.04,125.68,125.68
2022-04-29 3:00,25.04,125.65,125.65
2022-04-29 3:10,25.04,125.49,125.49
2022-04-29 3:20,25.04,125.34,125.34
2022-04-29 3:30,25.04,125.65,125.65
2022-04-29 3:40,25.04,125.71,125.71
2022-04-29 3:50,25.04,125.79,125.79
2022-04-29 4:00,25.04,125.13,125.13
2022-04-29 4:10,25.04,125.87,125.87
2022-04-29 4:20,25.04,125.6,125.6
2022-04-29 4:30,25.04,125.72,125.72
2022-04-29 4:40,25.04,125.4,125.4
2022-04-29 4:50,25.04,125.05,125.05
2022-04-29 5:00,25.04,125.62,125.62
2022-04-29 5:10,25.04,125.61,125.61
2022-04-29 5:20,25.04,125.92,125.92
2022-04-29 5:30,25.04,125.81,125.81
2022-04-29 5:40,25.04,126.31,126.31
2022-04-29 5:50,25.04,126.21,126.21
2022-04-29 6:00,25.04,126.19,126.19
2022-04-29 6:10,25.04,126.15,126.15
2022-04-29 6:20,25.04,126.26,126.26
2022-04-29 6:30,25.04,126.1,126.1
2022-04-29 6:40,25.04,126.26,126.26
2022-04-29 6:50,25.04,125.53,125.53
2022-04-29 7:00,25.04,126.04,126.04
2022-04-29 7:10,25.04,125.89,125.89
2022-04-29 7:20,25.04,125.97,125.97
2022-04-29 7:30,25.04,125.69,125.69
2022-04-29 7:40,25.04,125.94,125.94
2022-04-29 7:50,25.04,125.87,125.87
2022-04-29 8:00,25.04,125.79,125.79
2022-04-29 8:10,25.04,125.61,125.61
2022-04-29 8:20,25.04,125.76,125.76
2022-04-29 8:30,25.04,125.63,125.63
2022-04-29 8:40,25.04,125.82,125.82
2022-04-29 8:50,25.03,0,125.86
2022-04-29 9:00,25.03,125.79,125.79
2022-04-29 9:10,25.03,125.4,125.4
2022-04-29 9:20,25.04,732.29,125.62
2022-04-29 9:30,25.04,125.61,125.61
2022-04-29 9:40,25.04,125.97,125.97
2022-04-29 9:50,25.04,125.52,125.52
2022-04-29 10:00,25.04,125.33,125.33
2022-04-29 10:10,25.04,124.99,124.99
2022-04-29 10:20,25.05,732.57,125.9
2022-04-29 10:30,25.04,0,125.44
2022-04-29 10:40,25.04,125.56,125.56
2022-04-29 10:50,25.04,125.5,125.5
2022-04-29 11:00,25.05,732.26,125.6
2022-04-29 11:10,25.05,125.26,125.26
2022-04-29 11:20,25.05,125.45,125.45
2022-04-29 11:30,25.05,125.33,125.33
2022-04-29 11:40,25.05,125.53,125.53
