날짜,현재수위,유입량,방류량
2021-04-29 0:00,24.93,0,157
2021-04-29 0:10,24.93,0,163
2021-04-29 0:20,24.93,63,163
2021-04-29 0:30,24.93,63,163
2021-04-29 0:40,24.93,63,163
2021-04-29 0:50,24.93,163,163
2021-04-29 1:00,24.93,163,163
2021-04-29 1:10,24.93,163,163
2021-04-29 1:20,24.93,163,163
2021-04-29 1:30,24.93,163,163
2021-04-29 1:40,24.92,63,163
2021-04-29 1:50,24.92,63,163
2021-04-29 2:00,24.92,63,163
2021-04-29 2:10,24.9,0,163
2021-04-29 2:20,24.9,0,163
2021-04-29 2:30,24.9,0,163
2021-04-29 2:40,24.9,0,163
2021-04-29 2:50,24.9,0,163
2021-04-29 3:00,24.9,0,163
2021-04-29 3:10,24.9,163,163
2021-04-29 3:20,24.9,163,163
2021-04-29 3:30,24.9,163,163
2021-04-29 3:40,24.9,163,163
2021-04-29 3:50,24.9,163,163
2021-04-29 4:00,24.9,163,163
2021-04-29 4:10,24.89,63,163
2021-04-29 4:20,24.89,63,163
2021-04-29 4:30,24.89,63,163
2021-04-29 4:40,24.88,0,164
2021-04-29 4:50,24.88,0,164
2021-04-29 5:00,24.88,0,164
2021-04-29 5:10,24.88,65,164
2021-04-29 5:20,24.88,65,164
2021-04-29 5:30,24.88,65,164
2021-04-29 5:40,24.88,164,164
2021-04-29 5:50,24.88,164,164
2021-04-29 6:00,24.88,164,164
2021-04-29 6:10,24.88,164,164
2021-04-29 6:20,24.88,164,164
2021-04-29 6:30,24.88,164,164
2021-04-29 6:40,24.87,65,164
2021-04-29 6:50,24.87,65,164
2021-04-29 7:00,24.87,65,164
2021-04-29 7:10,24.87,65,164
2021-04-29 7:20,24.87,65,164
2021-04-29 7:30,24.87,65,164
2021-04-29 7:40,24.87,164,164
2021-04-29 7:50,24.86,65,164
2021-04-29 8:00,24.87,164,164
2021-04-29 8:10,24.86,65,164
2021-04-29 8:20,24.87,164,164
2021-04-29 8:30,24.87,164,164
2021-04-29 8:40,24.86,65,164
2021-04-29 8:50,24.86,164,164
2021-04-29 9:00,24.86,65,164
2021-04-29 9:10,24.86,164,164
2021-04-29 9:20,24.86,65,164
2021-04-29 9:30,24.87,164,164
2021-04-29 9:40,24.88,362,164
2021-04-29 9:50,24.88,362,164
2021-04-29 10:00,24.88,362,164
2021-04-29 10:10,24.88,362,164
2021-04-29 10:20,24.88,362,164
2021-04-29 10:30,24.89,362,164
2021-04-29 10:40,24.89,263,164
2021-04-29 10:50,24.88,164,164
2021-04-29 11:00,24.88,164,164
2021-04-29 11:10,24.88,164,164
2021-04-29 11:20,24.87,65,164
2021-04-29 11:30,24.87,0,164
2021-04-29 11:40,24.87,0,164
2021-04-29 11:50,24.87,65,164
2021-04-29 12:00,24.87,65,164
2021-04-29 12:10,24.87,65,164
2021-04-29 12:20,24.88,263,164
2021-04-29 12:30,24.88,263,164
2021-04-29 12:40,24.88,263,164
2021-04-29 12:50,24.89,362,164
2021-04-29 13:00,24.89,362,164
2021-04-29 13:10,24.9,462,163
2021-04-29 13:20,24.92,561,163
2021-04-29 13:30,24.92,561,163
2021-04-29 13:40,24.92,561,163
2021-04-29 13:50,24.92,461,163
2021-04-29 14:00,24.93,561,163
2021-04-29 14:10,24.93,462,163
2021-04-29 14:20,24.93,263,163
2021-04-29 14:30,24.94,363,163
2021-04-29 14:40,24.94,363,163
2021-04-29 14:50,24.94,363,163
2021-04-29 15:00,24.94,263,163
2021-04-29 15:10,24.94,263,163
2021-04-29 15:20,24.94,263,163
2021-04-29 15:30,24.95,263,163
2021-04-29 15:40,24.95,263,163
2021-04-29 15:50,24.95,263,163
2021-04-29 16:00,24.95,263,163
2021-04-29 16:10,24.95,263,163
2021-04-29 16:20,24.95,263,163
2021-04-29 16:30,24.95,163,163
2021-04-29 16:40,24.95,163,163
2021-04-29 16:50,24.96,263,163
