날짜,현재수위,유입량,방류량
2017-04-29 0:00,25.3,4,108
2017-04-29 0:10,25.289,217.35,114.05
2017-04-29 0:20,25.289,217.35,114.05
2017-04-29 0:30,25.289,217.35,114.05
2017-04-29 0:40,25.289,217.35,114.05
2017-04-29 0:50,25.289,217.35,114.05
2017-04-29 1:00,25.29,114,114
2017-04-29 1:10,25.289,114.05,114.05
2017-04-29 1:20,25.289,114.05,114.05
2017-04-29 1:30,25.289,114.05,114.05
2017-04-29 1:40,25.289,114.05,114.05
2017-04-29 1:50,25.288,114.05,114.05
2017-04-29 2:00,25.28,11,114
2017-04-29 2:10,25.269,114.15,114.15
2017-04-29 2:20,25.269,114.15,114.15
2017-04-29 2:30,25.269,114.15,114.15
2017-04-29 2:40,25.269,114.15,114.15
2017-04-29 2:50,25.269,114.15,114.15
2017-04-29 3:00,25.27,5,109
2017-04-29 3:10,25.269,114.15,114.15
2017-04-29 3:20,25.269,114.15,114.15
2017-04-29 3:30,25.269,114.15,114.15
2017-04-29 3:40,25.269,114.15,114.15
2017-04-29 3:50,25.269,114.15,114.15
2017-04-29 4:00,25.26,11,114
2017-04-29 4:10,25.259,114.2,114.2
2017-04-29 4:20,25.259,114.2,114.2
2017-04-29 4:30,25.25,10.94,114.24
2017-04-29 4:40,25.25,11.15,114.25
2017-04-29 4:50,25.25,11.15,114.25
2017-04-29 5:00,25.25,11,114
2017-04-29 5:10,25.25,114.25,114.25
2017-04-29 5:20,25.25,114.25,114.25
2017-04-29 5:30,25.25,114.25,114.25
2017-04-29 5:40,25.25,114.25,114.25
2017-04-29 5:50,25.25,114.25,114.25
2017-04-29 6:00,25.24,6,109
2017-04-29 6:10,25.244,11.18,114.28
2017-04-29 6:20,25.23,0,114.35
2017-04-29 6:30,25.23,0,114.35
2017-04-29 6:40,25.224,0,114.37
2017-04-29 6:50,25.219,0,114.4
2017-04-29 7:00,25.23,11,114
2017-04-29 7:10,25.21,11.35,114.45
2017-04-29 7:20,25.21,11.35,114.45
2017-04-29 7:30,25.21,11.35,114.45
2017-04-29 7:40,25.21,11.35,114.45
2017-04-29 7:50,25.21,11.35,114.45
2017-04-29 8:00,25.22,11,114
2017-04-29 8:10,25.219,114.4,114.4
2017-04-29 8:20,25.219,114.4,114.4
2017-04-29 8:30,25.219,114.4,114.4
2017-04-29 8:40,25.219,114.4,114.4
2017-04-29 8:50,25.219,114.4,114.4
2017-04-29 9:00,25.21,11,114
2017-04-29 9:10,25.21,114.45,114.45
2017-04-29 9:20,25.229,319.95,114.35
2017-04-29 9:30,25.25,525.75,114.25
2017-04-29 9:40,25.25,525.75,114.25
2017-04-29 9:50,25.23,319.95,114.35
2017-04-29 10:00,25.24,418,109
2017-04-29 10:10,25.25,114.25,114.25
2017-04-29 10:20,25.25,114.25,114.25
2017-04-29 10:30,25.25,114.25,114.25
2017-04-29 10:40,25.23,0,114.35
2017-04-29 10:50,25.23,0,114.35
2017-04-29 11:00,25.25,217,114
2017-04-29 11:10,25.23,114.35,114.35
2017-04-29 11:20,25.23,114.35,114.35
2017-04-29 11:30,25.25,320.15,114.25
2017-04-29 11:40,25.24,217.6,114.3
