날짜,현재수위,유입량,방류량
2020-04-29 0:00,25.05,0,160
2020-04-29 0:10,25.05,0,160
2020-04-29 0:20,25.05,0,160
2020-04-29 0:30,25.05,0,160
2020-04-29 0:40,25.05,160,160
2020-04-29 0:50,25.05,160,160
2020-04-29 1:00,25.05,160,160
2020-04-29 1:10,25.05,160,160
2020-04-29 1:20,25.05,160,160
2020-04-29 1:30,25.05,160,160
2020-04-29 1:40,25.05,160,160
2020-04-29 1:50,25.04,59,160
2020-04-29 2:00,25.04,59,160
2020-04-29 2:10,25.04,59,160
2020-04-29 2:20,25.04,59,160
2020-04-29 2:30,25.04,59,160
2020-04-29 2:40,25.04,59,160
2020-04-29 2:50,25.04,160,160
2020-04-29 3:00,25.04,160,160
2020-04-29 3:10,25.04,160,160
2020-04-29 3:20,25.04,160,160
2020-04-29 3:30,25.04,160,160
2020-04-29 3:40,25.04,160,160
2020-04-29 3:50,25.04,160,160
2020-04-29 4:00,25.04,160,160
2020-04-29 4:10,25.04,160,160
2020-04-29 4:20,25.04,160,160
2020-04-29 4:30,25.04,160,160
2020-04-29 4:40,25.03,59,160
2020-04-29 4:50,25.03,59,160
2020-04-29 5:00,25.02,0,160
2020-04-29 5:10,25.02,0,160
2020-04-29 5:20,25.02,0,160
2020-04-29 5:30,25.02,0,160
2020-04-29 5:40,25.02,59,160
2020-04-29 5:50,25.02,59,160
2020-04-29 6:00,25.02,160,160
2020-04-29 6:10,25.02,160,160
2020-04-29 6:20,25.02,160,160
2020-04-29 6:30,25.02,160,160
2020-04-29 6:40,25.02,160,160
2020-04-29 6:50,25.02,160,160
2020-04-29 7:00,25.02,160,160
2020-04-29 7:10,25.01,59,160
2020-04-29 7:20,25.01,59,160
2020-04-29 7:30,25.01,59,160
2020-04-29 7:40,25.01,59,160
2020-04-29 7:50,25.01,59,160
2020-04-29 8:00,25.01,59,160
2020-04-29 8:10,25.01,160,160
2020-04-29 8:20,25.01,160,160
2020-04-29 8:30,25.01,160,160
2020-04-29 8:40,25.01,160,160
2020-04-29 8:50,25.01,160,160
2020-04-29 9:00,25,59,160
2020-04-29 9:10,25,59,160
2020-04-29 9:20,25.02,261,160
2020-04-29 9:30,25.02,261,160
2020-04-29 9:40,25.03,362,160
2020-04-29 9:50,25.03,362,160
2020-04-29 10:00,25.03,362,160
2020-04-29 10:10,25.03,462,160
2020-04-29 10:20,25.03,462,160
2020-04-29 10:30,25.03,261,160
2020-04-29 10:40,25.03,160,160
2020-04-29 10:50,25.03,160,160
2020-04-29 11:00,25.02,59,160
2020-04-29 11:10,25.02,59,160
2020-04-29 11:20,25.03,160,160
2020-04-29 11:30,25.03,160,160
2020-04-29 11:40,25.03,160,160
2020-04-29 11:50,25.03,160,160
2020-04-29 12:00,25.04,362,160
2020-04-29 12:10,25.04,362,160
2020-04-29 12:20,25.04,260,159
2020-04-29 12:30,25.04,260,159
2020-04-29 12:40,25.04,260,159
2020-04-29 12:50,25.04,260,159
2020-04-29 13:00,25.04,159,159
2020-04-29 13:10,25.04,159,159
2020-04-29 13:20,25.04,159,159
2020-04-29 13:30,25.04,159,159
2020-04-29 13:40,25.04,159,159
2020-04-29 13:50,25.04,159,159
2020-04-29 14:00,25.04,159,159
2020-04-29 14:10,25.04,159,159
2020-04-29 14:20,25.04,159,159
2020-04-29 14:30,25.05,260,159
2020-04-29 14:40,25.05,260,159
2020-04-29 14:50,25.04,159,159
2020-04-29 15:00,25.05,260,159
2020-04-29 15:10,25.05,260,159
2020-04-29 15:20,25.05,260,159
2020-04-29 15:30,25.05,159,159
2020-04-29 15:40,25.05,159,159
2020-04-29 15:50,25.05,261,160
2020-04-29 16:00,25.06,261,160
2020-04-29 16:10,25.06,261,160
2020-04-29 16:20,25.06,261,160
2020-04-29 16:30,25.06,261,160
2020-04-29 16:40,25.06,261,160
2020-04-29 16:50,25.06,261,160
2020-04-29 17:00,25.07,260,159
2020-04-29 17:10,25.07,260,159
2020-04-29 17:20,25.07,260,159
2020-04-29 17:30,25.07,260,159
2020-04-29 17:40,25.07,260,159
2020-04-29 17:50,25.08,361,159
2020-04-29 18:00,25.08,260,159
2020-04-29 18:10,25.07,159,159
2020-04-29 18:20,25.06,59,160
2020-04-29 18:30,25.07,159,159
2020-04-29 18:40,25.07,159,159
2020-04-29 18:50,25.07,58,159
2020-04-29 19:00,25.07,58,159
2020-04-29 19:10,25.07,159,159
2020-04-29 19:20,25.07,260,159
2020-04-29 19:30,25.07,159,159
2020-04-29 19:40,25.09,362,159
2020-04-29 19:50,25.09,362,159
2020-04-29 20:00,25.09,362,159
