날짜,현재수위,유입량,방류량
2019-04-29 0:00,25.1,63,165
2019-04-29 0:10,25.1,63,165
2019-04-29 0:20,25.1,165,165
2019-04-29 0:30,25.11,273,171
2019-04-29 0:40,25.11,273,171
2019-04-29 0:50,25.11,273,171
2019-04-29 1:00,25.12,374,171
2019-04-29 1:10,25.12,374,171
2019-04-29 1:20,25.12,374,171
2019-04-29 1:30,25.12,273,171
2019-04-29 1:40,25.11,171,171
2019-04-29 1:50,25.11,171,171
2019-04-29 2:00,25.11,69,171
2019-04-29 2:10,25.11,69,171
2019-04-29 2:20,25.11,69,171
2019-04-29 2:30,25.11,69,171
2019-04-29 2:40,25.11,171,171
2019-04-29 2:50,25.11,171,171
2019-04-29 3:00,25.11,171,171
2019-04-29 3:10,25.11,171,171
2019-04-29 3:20,25.11,171,171
2019-04-29 3:30,25.11,171,171
2019-04-29 3:40,25.12,273,171
2019-04-29 3:50,25.12,273,171
2019-04-29 4:00,25.12,273,171
2019-04-29 4:10,25.12,273,171
2019-04-29 4:20,25.11,171,171
2019-04-29 4:30,25.11,171,171
2019-04-29 4:40,25.11,69,171
2019-04-29 4:50,25.11,69,171
2019-04-29 5:00,25.11,69,171
2019-04-29 5:10,25.11,69,171
2019-04-29 5:20,25.11,171,171
2019-04-29 5:30,25.11,171,171
2019-04-29 5:40,25.11,171,171
2019-04-29 5:50,25.11,171,171
2019-04-29 6:00,25.12,273,171
2019-04-29 6:10,25.12,273,171
2019-04-29 6:20,25.12,273,171
2019-04-29 6:30,25.12,273,171
2019-04-29 6:40,25.12,273,171
2019-04-29 6:50,25.12,273,171
2019-04-29 7:00,25.11,171,171
2019-04-29 7:10,25.1,117,320
2019-04-29 7:20,25.1,145,348
2019-04-29 7:30,25.1,147,350
2019-04-29 7:40,25.1,147,350
2019-04-29 7:50,25.1,149,352
2019-04-29 8:00,25.1,149,352
2019-04-29 8:10,25.09,155,358
2019-04-29 8:20,25.09,257,359
2019-04-29 8:30,25.09,257,359
2019-04-29 8:40,25.09,264,366
2019-04-29 8:50,25.09,264,366
2019-04-29 9:00,25.09,264,366
2019-04-29 9:10,25.09,366,366
2019-04-29 9:20,25.09,366,366
2019-04-29 9:30,25.11,569,366
2019-04-29 9:40,25.12,671,366
2019-04-29 9:50,25.12,671,366
2019-04-29 10:00,25.11,569,366
2019-04-29 10:10,25.11,569,366
2019-04-29 10:20,25.11,569,366
2019-04-29 10:30,25.12,468,366
2019-04-29 10:40,25.11,264,366
