ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00,280.1023,276.80942,274.87378,268.6191
2022-06-01 00:10,282.21857,276.64807,273.94388,266.78036
2022-06-01 00:20,283.76767,276.93167,273.31488,264.2342
2022-06-01 00:30,285.83127,277.5349,273.29785,261.55273
2022-06-01 00:40,286.713,277.85806,273.69904,259.45737
2022-06-01 00:50,285.65497,277.8994,273.63657,258.29898
2022-06-01 01:00,284.50018,277.89914,273.3966,257.88226
2022-06-01 01:10,283.68613,277.6836,272.9611,258.1603
2022-06-01 01:20,281.7996,277.25726,272.58478,258.78314
2022-06-01 01:30,279.83853,276.4865,272.08072,260.18143
2022-06-01 01:40,278.86316,275.35077,271.23657,260.33514
2022-06-01 01:50,277.15488,274.26407,270.6037,261.80283
2022-06-01 02:00,275.48846,273.89127,270.41818,262.3286
2022-06-01 02:10,274.9486,273.38144,269.8981,262.04352
2022-06-01 02:20,274.69968,272.917,269.4745,261.5337
2022-06-01 02:30,275.25098,272.44653,268.85895,261.3577
2022-06-01 02:40,275.8168,272.53867,268.66415,261.27512
2022-06-01 02:50,276.18015,272.71722,268.7526,260.20667
2022-06-01 03:00,276.72525,272.65292,268.79218,259.04904
2022-06-01 03:10,277.266,272.16544,268.16614,257.91824
2022-06-01 03:20,277.6686,271.9269,267.68436,257.20462
2022-06-01 03:30,277.517,271.7482,267.41556,255.52478
2022-06-01 03:40,276.46524,272.04517,267.42032,254.74915
2022-06-01 03:50,276.0894,271.9643,267.19888,254.10184
2022-06-01 04:00,275.4572,272.01825,267.0046,254.40462
2022-06-01 04:10,274.5324,271.77643,266.89612,254.46806
2022-06-01 04:20,273.85892,271.0685,266.19925,254.71129
2022-06-01 04:30,273.12457,269.96564,265.28754,255.66959
2022-06-01 04:40,272.86227,269.9342,265.22473,256.23596
2022-06-01 04:50,272.38394,270.08978,265.40097,256.8767
2022-06-01 05:00,272.28577,270.26675,265.55396,256.61826
2022-06-01 05:10,272.38022,270.03726,265.1278,255.64944
2022-06-01 05:20,272.57193,270.0022,264.83118,254.74998
2022-06-01 05:30,272.60852,270.0162,264.34314,254.4599
2022-06-01 05:40,272.49753,269.939,263.86014,253.80602
2022-06-01 05:50,272.4165,269.64313,263.3385,254.13432
2022-06-01 06:00,272.5593,269.30457,262.80344,253.78146
2022-06-01 06:10,272.11215,269.4357,262.35812,253.70663
2022-06-01 06:20,271.37595,269.78174,262.3691,252.90457
2022-06-01 06:30,272.12595,269.59595,261.8424,252.5037
2022-06-01 06:40,273.05264,269.95627,261.72742,251.96097
2022-06-01 06:50,273.23285,270.33273,261.9316,252.24934
2022-06-01 07:00,273.80157,270.35928,262.43326,252.14423
2022-06-01 07:10,274.0966,270.24756,262.58652,252.15096
2022-06-01 07:20,274.68716,269.9864,263.08218,252.13321
2022-06-01 07:30,274.56033,270.0465,263.60452,252.22153
2022-06-01 07:40,273.74167,270.21463,264.05652,255.67282
2022-06-01 07:50,273.4274,270.0739,263.89807,262.81052
2022-06-01 08:00,273.3164,270.36926,263.80667,266.34894
2022-06-01 08:10,275.50757,269.9215,264.20023,277.78384
2022-06-01 08:20,276.85287,270.23895,266.43137,285.9996
2022-06-01 08:30,277.3969,270.61743,270.45776,292.4823
2022-06-01 08:40,276.29883,277.2635,283.17896,297.671
2022-06-01 08:50,273.8715,288.36017,293.31693,298.8297
2022-06-01 09:00,281.1676,292.2893,299.46045,302.79294
2022-06-01 09:10,292.642,296.6379,304.34048,304.31714
2022-06-01 09:20,308.83826,299.41574,308.81024,308.37848
2022-06-01 09:30,316.3124,305.61035,311.8094,311.55164
2022-06-01 09:40,323.58292,317.20242,314.99088,311.25073
2022-06-01 09:50,334.4383,326.55988,323.25635,310.1099
2022-06-01 10:00,341.32874,332.68048,329.16617,306.88208
2022-06-01 10:10,346.62756,337.24332,332.97617,302.17047
2022-06-01 10:20,351.79807,340.48166,334.8676,297.323
2022-06-01 10:30,354.13666,343.08856,334.9676,295.5171
2022-06-01 10:40,355.9611,344.74155,335.58942,294.48837
2022-06-01 10:50,355.53946,342.8264,332.51843,295.16284
2022-06-01 11:00,353.0057,338.3405,327.6498,297.84833
2022-06-01 11:10,347.7742,333.59674,323.94162,300.325
2022-06-01 11:20,338.67532,328.17572,320.89664,303.2294
2022-06-01 11:30,330.4711,322.6975,317.48428,305.07996
2022-06-01 11:40,324.21866,318.47247,314.50662,302.4763
2022-06-01 11:50,317.13547,316.28174,313.13745,301.83453
2022-06-01 12:00,312.99417,313.87433,311.282,300.2316
