ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00,280.80878,278.06073,273.91574,271.04492
2022-06-01 00:10,282.54636,278.6869,273.89166,269.11395
2022-06-01 00:20,285.50516,279.01276,273.83118,266.3493
2022-06-01 00:30,285.88324,278.27887,272.64203,263.53983
2022-06-01 00:40,285.31525,278.8249,271.59415,261.93774
2022-06-01 00:50,285.2034,277.9563,270.7376,260.84726
2022-06-01 01:00,285.33725,277.4386,271.11057,261.04456
2022-06-01 01:10,283.60107,276.45786,270.33713,261.0738
2022-06-01 01:20,282.47076,275.94565,269.69965,260.9068
2022-06-01 01:30,281.6068,274.63126,268.9675,260.85037
2022-06-01 01:40,280.441,275.67038,269.52994,262.3611
2022-06-01 01:50,279.57767,276.15228,270.2904,263.95715
2022-06-01 02:00,278.66025,275.4049,269.79767,264.26633
2022-06-01 02:10,276.66437,274.54187,268.5529,263.8713
2022-06-01 02:20,278.02176,273.78802,268.3488,264.0349
2022-06-01 02:30,277.98654,274.69287,268.69,264.06018
2022-06-01 02:40,276.7999,273.93274,267.6956,262.46436
2022-06-01 02:50,277.12308,274.0102,267.31845,261.9623
2022-06-01 03:00,276.5045,272.22333,265.9232,260.19354
2022-06-01 03:10,276.54077,272.04782,265.78738,259.6463
2022-06-01 03:20,277.31522,272.27545,265.29688,258.00854
2022-06-01 03:30,275.61053,271.30093,264.25128,256.99194
2022-06-01 03:40,276.79483,272.08905,265.27206,257.57898
2022-06-01 03:50,276.33237,272.72458,264.8189,257.35364
2022-06-01 04:00,276.5454,271.74286,264.70706,258.29272
2022-06-01 04:10,275.98776,271.67902,263.3891,257.13892
2022-06-01 04:20,274.8618,271.7668,263.26492,256.6588
2022-06-01 04:30,275.31906,270.62384,263.25815,257.32812
2022-06-01 04:40,274.885,270.56708,262.64597,258.11908
2022-06-01 04:50,274.01437,270.9331,263.32016,259.30096
2022-06-01 05:00,273.40878,270.94775,261.63705,258.25076
2022-06-01 05:10,273.75125,270.0124,260.92355,256.54343
2022-06-01 05:20,273.48108,270.33264,261.03885,256.11288
2022-06-01 05:30,272.80798,269.9521,260.16464,255.74226
2022-06-01 05:40,272.76227,270.31335,259.8514,256.01315
2022-06-01 05:50,273.68185,270.99246,260.45016,255.84424
2022-06-01 06:00,274.1346,271.0633,260.92493,255.75621
2022-06-01 06:10,273.5513,270.5642,260.48383,255.06479
2022-06-01 06:20,274.70645,270.5494,261.25034,254.60211
2022-06-01 06:30,275.0117,270.3341,261.44174,254.14845
2022-06-01 06:40,275.60568,269.92783,262.01047,254.45557
2022-06-01 06:50,276.48734,269.50052,262.63034,254.74161
2022-06-01 07:00,276.49753,269.28583,262.61093,254.7408
2022-06-01 07:10,277.45825,269.04462,263.3759,255.05592
2022-06-01 07:20,276.8893,269.10645,262.92606,255.09212
2022-06-01 07:30,276.60733,269.2832,262.72552,255.68942
2022-06-01 07:40,276.99753,269.57935,262.99692,256.26294
2022-06-01 07:50,277.23624,270.55786,263.46158,258.11325
