,LINK_ID,TIME,SPEED
0,1140000900,64,0.8254500644199234
1,1140001000,52,0.866892159548066
2,1140001301,45,0.8616861252098292
3,1140001401,37,0.8945374045983071
4,1140278500,98,0.7423841105885148
5,1140278600,111,0.6871878588110321
6,1160000100,43,0.8300617609814394
7,1160000200,39,0.850193185240842
8,1160000301,18,0.9500006035658672
9,1160000302,103,0.8344670788835903
10,1160000304,215,0.7560351203025313
11,1160000305,40,0.9496548187335943
12,1160000401,148,0.8732015470805775
13,1160000402,137,0.9162001362111873
14,1160000404,269,0.8457245915196091
15,1160000405,118,0.8870705937553041
16,1160000501,284,0.8015317252951125
17,1160000502,89,0.6618695083011163
18,1160000601,312,0.7773824305722347
19,1160000602,32,0.9081896051295135
20,1160000700,72,0.8263709998672155
21,1160000800,50,0.8936248690597384
22,1160000900,13,0.9506705616783959
23,1160001000,18,0.9138228654893108
24,1160001101,145,0.753855214258652
25,1160001102,100,0.7407751663494593
26,1160001103,760,0.8237134993541845
27,1160001201,298,0.8955753437937098
28,1160001202,631,0.8517754775588007
29,1160001203,438,0.8422259181822478
30,1160001301,242,0.7289165566638288
31,1160001302,388,0.9052082739673809
32,1160001401,139,0.8629081928030806
33,1160001402,219,0.9280210603511602
34,1160001501,132,0.6517236004226011
35,1160001503,49,0.7490919884086951
36,1160001505,52,0.7354586549508408
37,1160001506,57,0.7448903506531975
38,1160001507,28,0.5328995706634799
39,1160001508,28,0.7341654494755012
40,1160001601,76,0.8191937094790807
41,1160001603,133,0.7001759708661611
42,1160001605,32,0.8771641318447851
43,1160001606,38,0.8191937094790807
44,1160001607,151,0.7317431384620338
45,1160001608,20,0.6796352852653478
46,1160001701,35,0.827621588343936
47,1160001702,27,0.8321910462396453
48,1160001703,130,0.8064287299297134
49,1160001704,81,0.8432634472548927
50,1160001705,92,0.7733244555597057
51,1160001706,22,0.8377556673794293
52,1160001801,49,0.9400429103564913
53,1160001802,220,0.9288674170939735
54,1160001803,13,0.8931881556234231
55,1160001804,24,0.7751140036706726
56,1160001805,71,0.8356739386077117
57,1160001806,17,0.8851917820136538
58,1160001901,920,0.8251521226109774
59,1160002001,404,0.8183918690116421
60,1160002102,128,0.6744685347511974
61,1160002103,377,0.8063731637626207
62,1160002201,90,0.7849078269911596
63,1160002202,558,0.7964383479879258
64,1160002302,777,0.7906601391286975
65,1160002303,57,0.6608422890304774
66,1160002304,12,0.6502881423449741
67,1160002305,286,0.7222148453060683
68,1160002401,383,0.8623605617843451
69,1160002402,31,0.836744733788864
70,1160002404,367,0.7755286497385049
71,1160002502,1030,0.8072652171063787
72,1160002503,700,0.8588863002619476
73,1160002504,53,0.8546079712626408
74,1160002601,652,0.8766029703488207
75,1160002602,21,0.9860802989918094
76,1160002603,241,0.8027017738445796
77,1160002604,532,0.7851015801354402
78,1160002702,443,0.7987462121334797
79,1160002703,53,0.8664515885779109
80,1160002705,127,0.8678982070021989
81,1160002707,126,0.8449262428473936
82,1160002708,15,0.8213686459603337
83,1160002709,37,0.7441045658144356
84,1160002710,172,0.8037962745438512
85,1160002711,8,0.8578143672819014
86,1160002712,18,0.496215642013013
87,1160002802,390,0.7525006229957272
