,LINK_ID,TIME,SPEED
0,1140000900,90,0.6716337950916406
1,1140001000,59,0.8058495402595403
2,1140001301,44,0.8347777613734048
3,1140001401,30,0.9068506041485279
4,1140278500,97,0.6839550804532826
5,1140278600,111,0.610867425457749
6,1160000100,42,0.7962928723305908
7,1160000200,43,0.789983359526671
8,1160000301,27,0.8798734315513459
9,1160000302,106,0.7877648026554673
10,1160000304,128,0.8445177901608775
11,1160000305,40,0.9399129262426879
12,1160000401,161,0.8249854936772102
13,1160000402,119,0.919430138342573
14,1160000404,249,0.8283310494615251
15,1160000405,127,0.8462113418791146
16,1160000501,235,0.8071977147315137
17,1160000502,37,0.8608415007015814
18,1160000601,222,0.8212540170282294
19,1160000602,35,0.8716766849931293
20,1160000700,82,0.7470319353281357
21,1160000800,45,0.8888323934547472
22,1160000900,21,0.8672748913746879
23,1160001000,13,0.941186327077748
24,1160001101,69,0.8867240802928832
25,1160001102,36,0.9233243967828418
26,1160001103,438,0.9003460593384152
27,1160001201,240,0.9089350947809373
28,1160001202,296,0.9467918532527978
29,1160001203,351,0.8560942208043523
30,1160001301,183,0.7602413794573194
31,1160001302,382,0.8869305406025143
32,1160001401,156,0.8030162891744476
33,1160001402,210,0.9188942312177654
34,1160001501,104,0.6713828072558895
35,1160001503,35,0.7949938549886073
36,1160001505,38,0.7763584695587863
37,1160001506,41,0.7893362300083203
38,1160001507,23,0.5324150257311023
39,1160001508,22,0.7536610290608626
40,1160001601,56,0.8513410854894269
41,1160001603,127,0.6467355246692247
42,1160001605,20,0.9286308588333179
43,1160001606,28,0.8513410854894269
44,1160001607,146,0.6797899490420521
45,1160001608,17,0.670383039043481
46,1160001701,36,0.7790851101380823
47,1160001702,28,0.7827031524452251
48,1160001703,132,0.7557256692020329
49,1160001704,86,0.7908080070967881
50,1160001705,96,0.7039651813725132
51,1160001706,24,0.7758413480696095
52,1160001801,52,0.9196936595904108
53,1160001802,206,0.9232350392612664
54,1160001803,12,0.8839049644078764
55,1160001804,23,0.7352721046652846
56,1160001805,69,0.8044634644507745
57,1160001806,16,0.8709917020781465
58,1160001901,575,0.8878773540154674
59,1160002001,161,0.9473414004682046
60,1160002102,59,0.8463246428743487
61,1160002103,199,0.9024056355051547
62,1160002201,73,0.7953153421778708
63,1160002202,405,0.9223869276834371
64,1160002302,492,0.8582202245656324
65,1160002303,28,0.823806485541126
66,1160002304,4,0.895730794120366
67,1160002305,116,0.8964130535268559
68,1160002401,281,0.8919461153626415
69,1160002402,14,0.9425494478181732
70,1160002404,306,0.7780754239128331
71,1160002502,624,0.8796125276242209
72,1160002503,376,0.9349710472572634
73,1160002504,50,0.8343713355682819
74,1160002601,431,0.9205153889360462
75,1160002602,17,1.0
76,1160002603,123,0.9053175421042041
77,1160002604,270,0.8949916797633355
78,1160002702,342,0.8215309235462698
79,1160002703,27,0.9463190656682382
80,1160002705,134,0.8250780091089505
81,1160002707,103,0.854741459932793
82,1160002708,12,0.8355265701295098
83,1160002709,33,0.7232024764832033
84,1160002710,212,0.6863024251949092
85,1160002711,4,0.9430341129703245
86,1160002712,4,0.9079946175259108
87,1160002802,178,0.8930848322212246
88,1160002803,47,0.8611536253519552
89,1160002805,149,0.7453513140366484
90,1160002806,35,0.25647899910634514
91,1160002807,76,0.8526935570765047
92,1160002808,175,0.7436029057575064
93,1160002809,33,0.7232024764832033
94,1160002810,56,0.890861334826988
95,1160002811,16,0.44810123981798206
96,1160002812,8,0.8247758158454285
97,1160002900,14,0.8928430915161535
98,1160003000,33,0.6642333020159912
99,1160003101,294,0.9133976753583245
100,1160003102,70,0.9692552982921724
101,1160003103,198,0.9535729044333475
102,1160003201,221,0.9578164001109365
103,1160003202,462,0.9669448343842687
104,1160003203,233,0.9447067702193106
105,1160004101,149,0.7945462943917894
106,1160004102,100,0.6265192589007499
107,1160004201,124,0.8393023540735732
108,1160004202,102,0.6178237958768605
109,1160004502,59,0.8432536747711934
110,1160004602,217,0.7598924883960309
111,1160004700,28,0.8349386382545992
112,1160004800,26,0.8511067648146436
113,1160004901,31,0.08924504357618906
114,1160004903,46,0.9422949986132939
115,1160004904,60,0.8078817733990147
116,1160005001,29,0.1519577768999976
117,1160005002,77,0.8621010908754738
118,1160005003,43,0.879681453796273
119,1160005501,34,0.8117757902749612
120,1160005502,46,0.754202315948313
121,1160005601,18,0.9291953760727303
122,1160005602,20,0.9277749778574347
123,1160005900,89,0.7593460203050147
124,1160006000,96,0.7355974278496054
125,1160006101,107,0.7227011847643829
126,1160006102,97,0.5619305708675815
127,1160006103,82,0.6513874430077187
128,1160006202,153,0.7675664448337094
129,1160006203,91,0.5928189320569198
130,1160006204,77,0.6763816483179321
131,1160006701,36,0.8341499491541093
132,1160006702,45,0.8082260813293084
133,1160006801,50,0.7458167698992326
134,1160006802,49,0.7857312965501164
135,1160006902,181,0.8933179006140061
136,1160006903,5,0.737929878894333
137,1160006904,64,0.8256175119103745
138,1160007001,454,0.9184583920567135
139,1160007002,25,0.9692319029917649
140,1160007100,267,0.6433182094022731
141,1160007200,237,0.6902816027385593
142,1160007301,151,0.7245493603618824
143,1160007302,58,0.7808434110723947
144,1160007303,92,0.8273908641847997
145,1160007402,124,0.7847616937579097
146,1160007403,67,0.7373254629481631
147,1160007404,57,0.7081108191308978
148,1160007501,63,0.7493790785636468
149,1160007502,25,0.7770176573911437
150,1160007503,57,0.7261712413961188
151,1160007504,44,0.49920050400775196
152,1160007505,247,0.7701924731234876
153,1160007506,41,0.6610550129861975
154,1160007507,12,0.9693137345536347
155,1160007601,47,0.8285951627621416
156,1160007602,24,0.7883886474993067
157,1160007603,45,0.7967230663854035
158,1160007604,80,0.8017914446173923
159,1160007605,54,0.8049756881158014
160,1160007606,16,0.9051022063453579
161,1160007607,18,0.9233243967828418
162,1160007701,53,0.8495461348378053
163,1160007702,181,0.794114695299851
164,1160007901,92,0.7163723768142739
165,1160007902,34,0.46498997967731276
166,1160007904,65,0.6834305758829474
167,1160007905,15,0.8696701693835835
168,1160007906,19,0.8428430556839542
169,1160007907,27,0.712060876398262
170,1160007909,47,0.5700426657253873
171,1160007910,40,0.8326161449365818
172,1160007911,19,0.6680835721549414
173,1160008001,38,0.9188254398270034
174,1160008002,11,0.8683710355482503
175,1160008004,81,0.5904184320768495
176,1160008005,24,0.7546968249566013
177,1160008006,39,0.6128963668299898
178,1160008007,30,0.7124968708223531
179,1160008009,30,0.7738590490277649
180,1160008010,18,0.6887787741517981
181,1160008011,26,0.9126528377421054
182,1160008102,11,0.9672233101095077
183,1160008103,22,0.9811349375721835
184,1160008202,188,0.8940225057354149
185,1160008203,45,0.8486704717713492
186,1160008204,228,0.9734572266387174
187,1160008303,32,0.8879294614304515
188,1160008304,254,0.8075964010603929
189,1160008305,12,0.8178194454263169
190,1160008307,180,0.8338726079319589
191,1160008308,19,0.8543403901266525
192,1160008402,54,0.7687424342234228
193,1160008403,113,0.8306654055937591
194,1160008406,65,0.8842939719642083
195,1160008407,23,0.8107715438174802
196,1160008502,95,0.8722496995470093
197,1160008600,95,0.6516998705740963
198,1160008701,18,0.8520150865314999
199,1160008702,34,0.6374147788342981
200,1160008801,13,0.9101476764103112
201,1160008802,11,0.9241555293931574
202,1160008901,8,0.6670980863455672
203,1160008902,114,0.6075899047795138
204,1160009001,6,0.7656466672829805
205,1160009002,73,0.7707636128316538
206,1160009302,69,0.8353479579143471
207,1160009303,32,0.9185668790824149
208,1160009304,12,0.9152086312938784
209,1160009402,69,0.8353479579143471
210,1160009403,32,0.9185668790824149
211,1160009404,12,0.9152086312938784
